Target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,36,46,64,55,26,57,8,0,0,0,0,0,0,0,0,0
1,36,46,64,19,9,0,0,0,0,0,0,0,0,0,0,0
1,37,64,106,55,4,24,0,0,0,0,0,0,0,0,0,0
1,38,46,4,25,0,0,0,0,0,0,0,0,0,0,0,0
1,46,64,106,55,57,4,24,0,0,0,0,0,0,0,0,0
1,37,19,57,4452,24,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,106,5,24,0,0,0,0,0,0,0,0,0,0
1,37,49,62,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,21,7,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,64,11,9,24,0,0,0,0,0,0,0,0,0,0
1,37,46,64,106,6,0,0,0,0,0,0,0,0,0,0,0
1,37,46,104,61,57,241,0,0,0,0,0,0,0,0,0,0
1,38,41,62,4,0,0,0,0,0,0,0,0,0,0,0,0
1,318,41,257,69,241,0,0,0,0,0,0,0,0,0,0,0
1,41,55,57,1605,9,0,0,0,0,0,0,0,0,0,0,0
1,318,46,64,57,5,0,0,0,0,0,0,0,0,0,0,0
1,318,47,1605,4,0,0,0,0,0,0,0,0,0,0,0,0
1,318,261,64,65,106,17,61,8,25,0,0,0,0,0,0,0
1,37,49,62,11,52,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,17,9,0,0,0,0,0,0,0,0,0,0,0
1,36,46,55,104,57,8,0,0,0,0,0,0,0,0,0,0
1,259,46,64,4496,27,0,0,0,0,0,0,0,0,0,0,0
1,318,46,62,104,52,237,0,0,0,0,0,0,0,0,0,0
1,37,261,21,299,239,25,0,0,0,0,0,0,0,0,0,0
1,37,267,62,21,57,52,24,0,0,0,0,0,0,0,0,0
1,38,46,62,64,4,0,0,0,0,0,0,0,0,0,0,0
1,37,62,3,25,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,104,9,18,0,0,0,0,0,0,0,0,0,0,0
1,258,41,64,55,19,27,18,0,0,0,0,0,0,0,0,0
1,38,46,17,332,0,0,0,0,0,0,0,0,0,0,0,0
1,37,41,64,106,315,57,4,8,25,0,0,0,0,0,0,0
1,46,64,106,4,0,0,0,0,0,0,0,0,0,0,0,0
1,318,261,64,21,28,105,24,0,0,0,0,0,0,0,0,0
1,37,46,64,65,4,0,0,0,0,0,0,0,0,0,0,0
1,259,46,4496,104,61,29,0,0,0,0,0,0,0,0,0,0
1,318,261,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,64,11,9,0,0,0,0,0,0,0,0,0,0,0
1,318,43,55,11,57,28,0,0,0,0,0,0,0,0,0,0
1,318,41,64,4495,57,9,0,0,0,0,0,0,0,0,0,0
1,42,62,64,106,251,58,4,0,0,0,0,0,0,0,0,0
1,318,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,47,7,18,0,0,0,0,0,0,0,0,0,0,0,0
1,38,41,65,4,0,0,0,0,0,0,0,0,0,0,0,0
1,37,47,11,61,8,0,0,0,0,0,0,0,0,0,0,0
1,37,46,64,106,104,10,0,0,0,0,0,0,0,0,0,0
1,37,261,19,53,237,51,25,0,0,0,0,0,0,0,0,0
1,318,261,106,19,332,0,0,0,0,0,0,0,0,0,0,0
1,259,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,11,9,25,0,0,0,0,0,0,0,0,0,0,0
1,36,49,64,65,106,21,61,57,240,0,0,0,0,0,0,0
1,261,57,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,268,19,241,0,0,0,0,0,0,0,0,0,0,0,0
1,37,50,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,49,62,104,58,240,0,0,0,0,0,0,0,0,0,0
1,38,47,64,11,27,0,0,0,0,0,0,0,0,0,0,0
1,49,11,237,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,65,104,29,25,0,0,0,0,0,0,0,0,0,0
1,49,21,104,69,58,57,29,0,0,0,0,0,0,0,0,0
1,38,41,64,55,19,57,9,0,0,0,0,0,0,0,0,0
1,38,49,104,29,0,0,0,0,0,0,0,0,0,0,0,0
1,318,42,62,65,19,241,24,0,0,0,0,0,0,0,0,0
1,37,46,11,9,0,0,0,0,0,0,0,0,0,0,0,0
1,46,55,1606,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,46,62,65,104,8,0,0,0,0,0,0,0,0,0,0
1,37,46,64,106,9,0,0,0,0,0,0,0,0,0,0,0
1,259,48,21,29,0,0,0,0,0,0,0,0,0,0,0,0
1,318,42,11,8,51,0,0,0,0,0,0,0,0,0,0,0
1,258,261,62,64,237,0,0,0,0,0,0,0,0,0,0,0
1,37,41,65,11,28,0,0,0,0,0,0,0,0,0,0,0
1,258,49,19,278,0,0,0,0,0,0,0,0,0,0,0,0
1,37,49,104,57,29,25,0,0,0,0,0,0,0,0,0,0
1,37,261,19,57,9,0,0,0,0,0,0,0,0,0,0,0
1,259,49,41,55,19,9,0,0,0,0,0,0,0,0,0,0
1,259,41,19,237,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,15,1606,51,0,0,0,0,0,0,0,0,0,0,0
1,46,57,1605,29,0,0,0,0,0,0,0,0,0,0,0,0
1,38,261,64,65,3,24,0,0,0,0,0,0,0,0,0,0
1,49,62,65,21,237,24,0,0,0,0,0,0,0,0,0,0
1,37,261,65,106,57,4,0,0,0,0,0,0,0,0,0,0
1,49,64,11,61,57,299,0,0,0,0,0,0,0,0,0,0
1,37,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,49,4496,104,253,0,0,0,0,0,0,0,0,0,0,0
1,263,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,64,11,29,0,0,0,0,0,0,0,0,0,0,0,0
1,64,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,62,106,21,241,24,0,0,0,0,0,0,0,0,0,0
1,37,261,62,4495,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,11,27,0,0,0,0,0,0,0,0,0,0,0,0
1,37,261,62,64,11,19,238,25,0,0,0,0,0,0,0,0
1,318,40,46,11,58,57,9,0,0,0,0,0,0,0,0,0
1,38,46,106,11,28,0,0,0,0,0,0,0,0,0,0,0
1,46,11,28,24,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,55,11,29,0,0,0,0,0,0,0,0,0,0,0
1,37,49,21,8,25,0,0,0,0,0,0,0,0,0,0,0
1,318,261,106,104,69,7,18,0,0,0,0,0,0,0,0,0
1,318,43,106,55,17,52,9,24,0,0,0,0,0,0,0,0
1,318,41,62,11,57,28,24,0,0,0,0,0,0,0,0,0
1,318,263,19,310,24,0,0,0,0,0,0,0,0,0,0,0
1,318,46,65,106,11,28,0,0,0,0,0,0,0,0,0,0
1,36,41,64,55,17,29,31,0,0,0,0,0,0,0,0,0
1,318,261,62,4,18,0,0,0,0,0,0,0,0,0,0,0
1,46,64,21,58,57,29,51,25,0,0,0,0,0,0,0,0
1,38,49,8,24,0,0,0,0,0,0,0,0,0,0,0,0
1,259,265,29,25,0,0,0,0,0,0,0,0,0,0,0,0
1,38,41,64,11,57,8,0,0,0,0,0,0,0,0,0,0
1,318,43,106,11,28,236,0,0,0,0,0,0,0,0,0,0
1,259,49,64,104,29,0,0,0,0,0,0,0,0,0,0,0
1,38,46,65,57,4,0,0,0,0,0,0,0,0,0,0,0
1,38,261,64,19,7,0,0,0,0,0,0,0,0,0,0,0
1,42,64,58,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,46,106,11,29,51,0,0,0,0,0,0,0,0,0,0
1,318,261,19,57,238,24,0,0,0,0,0,0,0,0,0,0
1,261,55,19,27,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,57,5,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,17,57,9,0,0,0,0,0,0,0,0,0,0,0
1,49,47,62,64,106,19,251,58,4,238,0,0,0,0,0,0
1,266,55,11,69,332,0,0,0,0,0,0,0,0,0,0,0
1,37,264,62,65,5,25,0,0,0,0,0,0,0,0,0,0
1,261,55,19,57,105,25,0,0,0,0,0,0,0,0,0,0
1,36,46,64,65,4517,4,243,0,0,0,0,0,0,0,0,0
1,41,64,55,1605,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,65,106,6,0,0,0,0,0,0,0,0,0,0
1,36,46,62,11,10,0,0,0,0,0,0,0,0,0,0,0
1,37,43,64,21,57,9,0,0,0,0,0,0,0,0,0,0
1,37,43,64,17,29,9,51,24,0,0,0,0,0,0,0,0
1,318,55,19,27,0,0,0,0,0,0,0,0,0,0,0,0
1,48,57,1606,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,62,65,6,0,0,0,0,0,0,0,0,0,0,0,0
1,38,49,11,29,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,55,57,243,0,0,0,0,0,0,0,0,0,0,0
1,37,43,64,65,58,57,4,0,0,0,0,0,0,0,0,0
1,38,263,64,55,19,9,105,24,0,0,0,0,0,0,0,0
1,37,43,62,106,11,5,0,0,0,0,0,0,0,0,0,0
1,49,106,4496,58,255,9,0,0,0,0,0,0,0,0,0,0
1,49,257,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,4,23,0,0,0,0,0,0,0,0,0,0,0,0
1,36,49,4,18,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,62,106,55,11,17,9,0,0,0,0,0,0,0,0
1,36,48,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,49,11,4,25,0,0,0,0,0,0,0,0,0,0,0
1,46,3,236,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,41,4495,7,0,0,0,0,0,0,0,0,0,0,0,0
1,259,42,64,55,28,0,0,0,0,0,0,0,0,0,0,0
1,37,46,106,21,61,9,18,0,0,0,0,0,0,0,0,0
1,43,62,11,69,28,0,0,0,0,0,0,0,0,0,0,0
1,37,46,62,65,106,21,57,18,0,0,0,0,0,0,0,0
1,37,261,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,21,61,237,0,0,0,0,0,0,0,0,0,0,0,0
1,40,43,64,55,4,0,0,0,0,0,0,0,0,0,0,0
1,64,106,17,7,0,0,0,0,0,0,0,0,0,0,0,0
1,43,17,57,27,18,0,0,0,0,0,0,0,0,0,0,0
1,37,62,104,69,57,8,24,0,0,0,0,0,0,0,0,0
1,46,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,43,55,4,0,0,0,0,0,0,0,0,0,0,0,0
1,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,62,55,57,3,0,0,0,0,0,0,0,0,0,0
1,261,64,4495,237,25,0,0,0,0,0,0,0,0,0,0,0
1,37,261,19,57,9,25,0,0,0,0,0,0,0,0,0,0
1,37,49,62,21,29,0,0,0,0,0,0,0,0,0,0,0
1,17,244,243,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,57,9,25,0,0,0,0,0,0,0,0,0,0
1,36,49,11,28,25,0,0,0,0,0,0,0,0,0,0,0
1,46,315,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,43,64,106,57,4,24,0,0,0,0,0,0,0,0,0
1,318,43,65,4,18,0,0,0,0,0,0,0,0,0,0,0
1,37,46,55,4496,29,0,0,0,0,0,0,0,0,0,0,0
1,259,49,19,57,28,25,0,0,0,0,0,0,0,0,0,0
1,37,46,62,64,55,57,23,0,0,0,0,0,0,0,0,0
1,37,17,57,8,0,0,0,0,0,0,0,0,0,0,0,0
1,318,265,64,21,28,0,0,0,0,0,0,0,0,0,0,0
1,42,62,17,61,237,0,0,0,0,0,0,0,0,0,0,0
1,37,42,62,106,17,52,241,236,0,0,0,0,0,0,0,0
1,37,50,64,65,61,58,57,4,105,0,0,0,0,0,0,0
1,318,41,4495,57,9,0,0,0,0,0,0,0,0,0,0,0
1,49,62,4495,240,0,0,0,0,0,0,0,0,0,0,0,0
1,36,49,19,28,18,0,0,0,0,0,0,0,0,0,0,0
1,318,42,64,11,28,0,0,0,0,0,0,0,0,0,0,0
1,318,42,106,28,25,0,0,0,0,0,0,0,0,0,0,0
1,36,46,62,1607,0,0,0,0,0,0,0,0,0,0,0,0
1,259,47,55,17,28,0,0,0,0,0,0,0,0,0,0,0
1,36,47,106,11,57,29,0,0,0,0,0,0,0,0,0,0
1,318,50,62,64,243,0,0,0,0,0,0,0,0,0,0,0
1,36,47,11,17,10,0,0,0,0,0,0,0,0,0,0,0
1,37,261,62,64,17,24,0,0,0,0,0,0,0,0,0,0
1,304,261,64,55,58,4,0,0,0,0,0,0,0,0,0,0
1,49,65,11,310,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,243,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,62,11,9,0,0,0,0,0,0,0,0,0,0,0
1,259,49,64,21,28,0,0,0,0,0,0,0,0,0,0,0
1,43,106,5,25,0,0,0,0,0,0,0,0,0,0,0,0
1,37,42,64,21,241,25,0,0,0,0,0,0,0,0,0,0
1,38,41,65,21,57,29,25,0,0,0,0,0,0,0,0,0
1,37,261,65,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,5,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,106,6,0,0,0,0,0,0,0,0,0,0,0
1,37,46,62,64,65,57,244,0,0,0,0,0,0,0,0,0
1,318,57,244,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,42,4,105,24,0,0,0,0,0,0,0,0,0,0,0
1,36,263,19,237,0,0,0,0,0,0,0,0,0,0,0,0
1,41,55,9,25,0,0,0,0,0,0,0,0,0,0,0,0
1,37,50,64,29,0,0,0,0,0,0,0,0,0,0,0,0
1,37,261,62,65,11,4452,0,0,0,0,0,0,0,0,0,0
1,36,46,64,55,4,25,0,0,0,0,0,0,0,0,0,0
1,37,47,15,57,332,0,0,0,0,0,0,0,0,0,0,0
1,37,43,11,28,24,0,0,0,0,0,0,0,0,0,0,0
1,38,265,17,57,4452,0,0,0,0,0,0,0,0,0,0,0
1,318,46,64,58,4,0,0,0,0,0,0,0,0,0,0,0
1,318,46,65,244,9,0,0,0,0,0,0,0,0,0,0,0
1,49,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,11,57,29,0,0,0,0,0,0,0,0,0,0,0,0
1,37,259,55,4496,69,57,1605,24,0,0,0,0,0,0,0,0
1,292,17,306,4460,105,0,0,0,0,0,0,0,0,0,0,0
1,37,43,65,4,0,0,0,0,0,0,0,0,0,0,0,0
1,318,43,62,64,19,28,0,0,0,0,0,0,0,0,0,0
1,38,261,62,65,106,104,61,29,51,25,0,0,0,0,0,0
1,36,46,257,9,25,0,0,0,0,0,0,0,0,0,0,0
1,318,41,11,9,0,0,0,0,0,0,0,0,0,0,0,0
1,36,43,55,4,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,106,4,0,0,0,0,0,0,0,0,0,0,0,0
1,261,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,50,57,240,0,0,0,0,0,0,0,0,0,0,0,0
1,37,42,249,10,0,0,0,0,0,0,0,0,0,0,0,0
1,36,49,55,104,243,51,0,0,0,0,0,0,0,0,0,0
1,46,62,106,11,57,29,0,0,0,0,0,0,0,0,0,0
1,36,46,64,17,9,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,5,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,11,9,0,0,0,0,0,0,0,0,0,0,0,0
1,259,49,64,26,57,28,0,0,0,0,0,0,0,0,0,0
1,37,261,65,17,310,105,25,0,0,0,0,0,0,0,0,0
1,36,48,64,57,1605,0,0,0,0,0,0,0,0,0,0,0
1,259,41,55,21,61,29,0,0,0,0,0,0,0,0,0,0
1,36,47,64,11,237,236,0,0,0,0,0,0,0,0,0,0
1,46,55,17,28,0,0,0,0,0,0,0,0,0,0,0,0
1,259,48,62,55,11,1605,29,0,0,0,0,0,0,0,0,0
1,318,41,62,5,0,0,0,0,0,0,0,0,0,0,0,0
1,49,62,11,4,25,0,0,0,0,0,0,0,0,0,0,0
1,37,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,11,58,9,0,0,0,0,0,0,0,0,0,0,0
1,36,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,107,104,28,25,0,0,0,0,0,0,0,0,0,0,0
1,37,46,104,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,49,4,25,0,0,0,0,0,0,0,0,0,0,0,0
1,36,47,62,4,24,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,21,11,28,0,0,0,0,0,0,0,0,0,0
1,37,261,251,57,4,24,23,0,0,0,0,0,0,0,0,0
1,37,47,106,4,0,0,0,0,0,0,0,0,0,0,0,0
1,46,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,65,107,21,29,0,0,0,0,0,0,0,0,0,0,0
1,37,43,11,237,25,0,0,0,0,0,0,0,0,0,0,0
1,37,43,17,241,18,0,0,0,0,0,0,0,0,0,0,0
1,47,1606,9,51,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1,37,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,49,104,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,41,106,4517,57,4,4518,0,0,0,0,0,0,0,0
1,36,46,11,58,57,8,0,0,0,0,0,0,0,0,0,0
1,41,62,106,28,0,0,0,0,0,0,0,0,0,0,0,0
1,38,261,104,52,241,25,0,0,0,0,0,0,0,0,0,0
1,38,43,62,11,9,0,0,0,0,0,0,0,0,0,0,0
1,304,261,55,21,11,19,53,253,28,24,0,0,0,0,0,0
1,46,57,4518,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,41,64,106,58,57,52,9,25,0,0,0,0,0,0,0
1,37,49,4495,243,0,0,0,0,0,0,0,0,0,0,0,0
1,318,47,62,64,55,11,25,0,0,0,0,0,0,0,0,0
1,46,65,17,28,0,0,0,0,0,0,0,0,0,0,0,0
1,38,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,21,11,17,57,8,0,0,0,0,0,0,0,0,0
1,37,46,11,57,8,0,0,0,0,0,0,0,0,0,0,0
1,37,46,64,17,61,57,28,24,0,0,0,0,0,0,0,0
1,38,261,17,52,29,24,0,0,0,0,0,0,0,0,0,0
1,36,46,64,106,4,0,0,0,0,0,0,0,0,0,0,0
1,37,264,11,251,8,0,0,0,0,0,0,0,0,0,0,0
1,318,47,62,65,19,28,0,0,0,0,0,0,0,0,0,0
1,37,46,64,4,236,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,11,28,0,0,0,0,0,0,0,0,0,0,0
1,37,46,64,57,4,25,0,0,0,0,0,0,0,0,0,0
1,46,55,21,51,0,0,0,0,0,0,0,0,0,0,0,0
1,37,261,55,19,53,28,24,0,0,0,0,0,0,0,0,0
1,38,43,53,52,4,0,0,0,0,0,0,0,0,0,0,0
1,318,46,64,17,9,0,0,0,0,0,0,0,0,0,0,0
1,37,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,261,64,61,4,24,0,0,0,0,0,0,0,0,0,0
1,41,55,278,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,47,62,64,65,106,11,237,0,0,0,0,0,0,0,0
1,37,261,5,25,0,0,0,0,0,0,0,0,0,0,0,0
1,38,265,64,251,3,0,0,0,0,0,0,0,0,0,0,0
1,263,106,53,236,0,0,0,0,0,0,0,0,0,0,0,0
1,37,47,43,62,64,17,61,9,0,0,0,0,0,0,0,0
1,37,261,11,9,105,0,0,0,0,0,0,0,0,0,0,0
1,37,261,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,62,65,11,57,240,0,0,0,0,0,0,0,0,0,0
1,259,42,4496,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,62,104,52,237,0,0,0,0,0,0,0,0,0,0
1,36,48,55,11,1605,29,0,0,0,0,0,0,0,0,0,0
1,36,49,65,19,27,24,0,0,0,0,0,0,0,0,0,0
1,37,43,64,19,28,0,0,0,0,0,0,0,0,0,0,0
1,261,65,106,19,241,0,0,0,0,0,0,0,0,0,0,0
1,38,47,4495,57,28,236,0,0,0,0,0,0,0,0,0,0
1,37,43,11,237,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,1605,4,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,244,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,64,55,57,1605,4,0,0,0,0,0,0,0,0,0,0
1,37,261,64,57,4,25,0,0,0,0,0,0,0,0,0,0
1,37,46,64,57,4,0,0,0,0,0,0,0,0,0,0,0
1,46,62,106,57,1606,0,0,0,0,0,0,0,0,0,0,0
1,318,43,106,107,3,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,65,58,4,0,0,0,0,0,0,0,0,0,0
1,38,46,106,11,57,9,0,0,0,0,0,0,0,0,0,0
1,37,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,57,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,5,0,0,0,0,0,0,0,0,0,0,0,0
1,36,43,17,57,9,0,0,0,0,0,0,0,0,0,0,0
1,38,43,65,104,27,236,0,0,0,0,0,0,0,0,0,0
1,37,46,64,236,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,106,9,25,0,0,0,0,0,0,0,0,0,0
1,36,315,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,62,64,65,106,58,52,5,0,0,0,0,0,0,0
1,291,302,278,4456,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,65,4,0,0,0,0,0,0,0,0,0,0,0
1,38,43,62,64,65,106,61,4,0,0,0,0,0,0,0,0
1,49,21,57,29,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,5,25,0,0,0,0,0,0,0,0,0,0,0,0
1,37,47,4495,7,105,0,0,0,0,0,0,0,0,0,0,0
1,37,261,106,19,0,0,0,0,0,0,0,0,0,0,0,0
1,38,41,21,57,240,0,0,0,0,0,0,0,0,0,0,0
1,38,43,57,4,25,0,0,0,0,0,0,0,0,0,0,0
1,318,37,46,64,4,0,0,0,0,0,0,0,0,0,0,0
1,38,64,106,4,24,0,0,0,0,0,0,0,0,0,0,0
1,36,266,65,11,0,0,0,0,0,0,0,0,0,0,0,0
1,36,48,64,65,55,57,1606,51,0,0,0,0,0,0,0,0
1,39,49,257,4496,253,0,0,0,0,0,0,0,0,0,0,0
1,106,55,275,21,11,25,0,0,0,0,0,0,0,0,0,0
1,37,46,64,106,17,58,57,29,0,0,0,0,0,0,0,0
1,36,46,62,65,106,1606,0,0,0,0,0,0,0,0,0,0
1,297,270,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,266,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,104,29,25,0,0,0,0,0,0,0,0,0,0,0,0
1,38,41,64,55,57,1606,0,0,0,0,0,0,0,0,0,0
1,37,263,19,8,0,0,0,0,0,0,0,0,0,0,0,0
1,259,49,21,253,0,0,0,0,0,0,0,0,0,0,0,0
1,40,43,62,106,3,0,0,0,0,0,0,0,0,0,0,0
1,36,43,106,19,28,236,0,0,0,0,0,0,0,0,0,0
1,38,43,64,106,5,24,0,0,0,0,0,0,0,0,0,0
1,37,41,62,11,57,10,0,0,0,0,0,0,0,0,0,0
1,40,46,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,5,0,0,0,0,0,0,0,0,0,0,0,0
1,318,43,64,5,24,0,0,0,0,0,0,0,0,0,0,0
1,35,47,62,57,4,25,0,0,0,0,0,0,0,0,0,0
1,48,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,49,19,4472,28,25,0,0,0,0,0,0,0,0,0,0
1,37,46,11,57,9,0,0,0,0,0,0,0,0,0,0,0
1,36,265,106,11,57,0,0,0,0,0,0,0,0,0,0,0
1,36,43,106,11,9,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,17,237,0,0,0,0,0,0,0,0,0,0,0
1,318,261,106,104,61,52,9,25,0,0,0,0,0,0,0,0
1,38,261,64,55,57,4,25,0,0,0,0,0,0,0,0,0
1,38,318,46,55,11,57,1606,29,25,0,0,0,0,0,0,0
1,38,46,64,106,4,0,0,0,0,0,0,0,0,0,0,0
1,318,49,106,21,4,25,0,0,0,0,0,0,0,0,0,0
1,259,266,243,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,62,64,11,29,0,0,0,0,0,0,0,0,0,0
1,38,46,62,64,106,6,25,0,0,0,0,0,0,0,0,0
1,35,46,65,11,57,332,0,0,0,0,0,0,0,0,0,0
1,260,261,4495,332,105,0,0,0,0,0,0,0,0,0,0,0
1,46,55,57,5,0,0,0,0,0,0,0,0,0,0,0,0
1,38,41,64,65,106,5,0,0,0,0,0,0,0,0,0,0
1,318,43,104,61,57,240,25,0,0,0,0,0,0,0,0,0
1,4496,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,49,11,332,0,0,0,0,0,0,0,0,0,0,0,0
1,36,263,64,106,4495,10,25,0,0,0,0,0,0,0,0,0
1,38,47,11,27,0,0,0,0,0,0,0,0,0,0,0,0
1,37,42,55,11,17,57,29,105,0,0,0,0,0,0,0,0
1,318,41,106,21,57,237,105,25,0,0,0,0,0,0,0,0
1,261,19,237,51,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,62,106,3,0,0,0,0,0,0,0,0,0,0,0
1,37,46,64,17,57,52,332,0,0,0,0,0,0,0,0,0
1,318,50,62,64,55,104,57,332,0,0,0,0,0,0,0,0
1,259,261,4495,237,0,0,0,0,0,0,0,0,0,0,0,0
1,40,43,64,107,55,5,0,0,0,0,0,0,0,0,0,0
1,38,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,49,65,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,17,9,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,64,57,4,0,0,0,0,0,0,0,0,0,0,0
1,49,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,266,17,237,25,0,0,0,0,0,0,0,0,0,0,0
1,41,64,9,236,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,62,19,9,0,0,0,0,0,0,0,0,0,0,0
1,38,41,106,58,5,0,0,0,0,0,0,0,0,0,0,0
1,38,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,47,61,5,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,19,236,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,261,17,61,240,0,0,0,0,0,0,0,0,0,0,0
1,318,41,106,11,57,28,0,0,0,0,0,0,0,0,0,0
1,318,46,55,4,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,11,28,0,0,0,0,0,0,0,0,0,0,0,0
1,36,43,64,17,28,24,0,0,0,0,0,0,0,0,0,0
1,48,58,1605,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,49,64,11,61,58,29,0,0,0,0,0,0,0,0,0
1,37,49,11,57,28,0,0,0,0,0,0,0,0,0,0,0
1,37,49,21,29,0,0,0,0,0,0,0,0,0,0,0,0
1,36,40,43,64,21,4,0,0,0,0,0,0,0,0,0,0
